step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
435,361894,870,0.023687395595352434,0.5,0.75,,,,,
436,362664,872,0.017679048664064487,1.0,1.0,,,,,
437,364666,874,0.017118717822210167,1.0,1.0,,,,,
438,365548,876,0.02112875023325118,0.0,0.5,,,,,
439,366094,878,0.017744224712176432,1.0,1.0,,,,,
440,366672,880,0.017046721666023106,1.0,1.0,,,,,
441,367538,882,0.01574935938912825,1.0,1.0,0.011787272557717372,1.0,1.0,,
442,368100,884,0.029600123192114036,1.0,1.0,,,,,
443,368758,886,0.02572087887458354,1.0,1.0,,,,,
444,368936,888,0.025300477327764383,1.0,1.0,,,,,
445,369498,890,0.020197939134880438,1.0,1.0,,,,,
446,370476,892,0.02423070107202667,0.5,0.75,,,,,
447,371358,894,0.025257186918148034,1.0,1.0,,,,,
448,373984,896,0.015244485562773398,1.0,1.0,,,,,
449,374658,898,0.02470972738279757,1.0,1.0,0.01903939162074547,1.0,1.0,,
450,375380,900,0.024950034138335873,1.0,1.0,,,,,
451,376358,902,0.0291572671744641,1.0,1.0,,,,,
452,376744,904,0.04139062019891754,0.5,0.75,,,,,
453,377242,906,0.025146716928349872,0.5,0.75,,,,,
454,377660,908,0.034826134089113246,0.5,0.75,,,,,
455,378830,910,0.016888581181434617,1.0,1.0,,,,,
456,379312,912,0.01985051484394231,1.0,1.0,,,,,
457,379458,914,0.026929301468157467,1.0,1.0,0.0262528850321678,0.5,0.75,,
458,379812,916,0.015515217766349822,1.0,1.0,,,,,
459,380262,918,0.031316455349360374,0.0,0.5,,,,,
460,381016,920,0.02111020321873861,0.0,0.25,,,,,
461,382474,922,0.023469648956198137,1.0,1.0,,,,,
462,383788,924,0.021315475497031337,0.5,0.75,,,,,
463,384366,926,0.018798161231683378,1.0,1.0,,,,,
464,385040,928,0.01786904485008,1.0,1.0,,,,,
465,385762,930,0.023852213237996495,0.5,0.75,0.0188990174570835,1.0,1.0,,
466,386676,932,0.006441517543282094,1.0,1.0,,,,,
467,387206,934,0.01889929865279004,1.0,1.0,,,,,
468,387448,936,0.027852534529263114,1.0,1.0,,,,,
469,387690,938,0.03616004921947024,0.5,0.75,,,,,
470,388572,940,0.017294638557166432,1.0,1.0,,,,,
471,389806,942,0.02288328562505338,1.0,1.0,,,,,
472,390608,944,0.024196944842905212,0.5,0.75,,,,,
473,391490,946,0.022497037657598747,1.0,1.0,0.01844095509641441,0.5,0.75,,
474,391716,948,0.036956626143562196,0.5,0.75,,,,,
475,391926,950,0.03439356772559327,0.5,0.75,,,,,
476,393384,952,0.019230135384936207,1.0,1.0,,,,,
477,393706,954,0.01597558611088607,1.0,1.0,,,,,
478,395276,956,0.013831682845879028,1.0,1.0,,,,,
479,395662,958,0.0192081920212172,1.0,1.0,,,,,
480,396144,960,0.029165175088552438,1.0,1.0,,,,,
481,396578,962,0.02116505906358523,1.0,1.0,0.01593381508852092,0.5,0.75,,
482,397956,964,0.016634924446148034,1.0,1.0,,,,,
483,399142,966,0.01854509873980926,1.0,1.0,,,,,
484,399640,968,0.029170750619279363,1.0,1.0,,,,,
485,400890,970,0.019719830554954455,1.0,1.0,,,,,
486,402060,972,0.02017712217404775,1.0,1.0,,,,,
487,402622,974,0.029833935677236044,1.0,1.0,,,,,
488,405776,976,0.014758928984832173,1.0,1.0,,,,,
489,406146,978,0.030351140099596902,0.5,0.75,0.018570771829474225,1.0,1.0,,
490,406820,980,0.03168191637097011,1.0,1.0,,,,,
491,407270,982,0.026258155892807864,0.0,0.5,,,,,
492,407624,984,0.018154991194604588,1.0,1.0,,,,,
493,407978,986,0.044174370958183065,0.5,0.75,,,,,
494,408732,988,0.021616595850178354,1.0,1.0,,,,,
495,409198,990,0.023818241553174094,1.0,1.0,,,,,
496,409952,992,0.024725421875681206,0.5,0.75,,,,,
497,411442,994,0.019399324548078682,1.0,1.0,0.01812466096732957,1.0,1.0,,
498,414868,996,0.0056462861329903405,0.5,0.5,,,,,
499,415670,998,0.018839156703260872,1.0,1.0,,,,,
500,416184,1000,0.024367197172560397,0.5,0.75,,,,,
501,416442,1002,0.033836677323254204,1.0,1.0,,,,,
502,417260,1004,0.019606234912306203,1.0,1.0,,,,,
503,417614,1006,0.02122462466871432,1.0,1.0,,,,,
504,419376,1008,0.017064497558674535,1.0,1.0,,,,,
505,419634,1010,0.019963437815213186,1.0,1.0,0.022055358250059866,1.0,1.0,,
506,420500,1012,0.026472596704443612,1.0,1.0,,,,,
507,422566,1014,0.0151071670064142,1.0,1.0,,,,,
508,423624,1016,0.023035386796796873,1.0,1.0,,,,,
509,424186,1018,0.019669163964412293,0.5,0.75,,,,,
510,426220,1020,0.020185073826479043,0.5,0.75,,,,,
511,426606,1022,0.030659189683841154,0.5,0.75,,,,,
512,427376,1024,0.021429176942906452,1.0,1.0,,,,,
513,428082,1026,0.03866003298466683,0.5,0.75,0.02750696149184959,1.0,1.0,,
514,428276,1028,0.030481713534415273,1.0,1.0,,,,,
515,428502,1030,0.03173531116184417,1.0,1.0,,,,,
516,428664,1032,0.019723744347371393,1.0,1.0,,,,,
517,428826,1034,0.03429749511134651,0.5,0.75,,,,,
518,429964,1036,0.017079326854668626,1.0,1.0,,,,,
519,430590,1038,0.024399747953886195,0.5,0.75,,,,,
520,431792,1040,0.01893274315661523,0.5,0.75,,,,,
521,433122,1042,0.026608053385427242,1.0,1.0,0.02075291335231668,1.0,1.0,,
522,433444,1044,0.02555399850677213,1.0,1.0,,,,,
523,434022,1046,0.019870699259170375,1.0,1.0,,,,,
524,434792,1048,0.021951078468723708,0.5,0.75,,,,,
525,436810,1050,0.018352983422550193,1.0,1.0,,,,,
526,437148,1052,0.02251443211098376,1.0,1.0,,,,,
527,437614,1054,0.02321269564219431,1.0,1.0,,,,,
528,438144,1056,0.021033661475039756,1.0,1.0,,,,,
529,439362,1058,0.026163452902310202,1.0,1.0,0.018039281373439266,1.0,1.0,,
530,440148,1060,0.023155443374129465,0.0,0.5,,,,,
531,441174,1062,0.022783765224177726,1.0,1.0,,,,,
532,442232,1064,0.022206034731793806,1.0,1.0,,,,,
533,442874,1066,0.023661812649452486,1.0,1.0,,,,,
534,443212,1068,0.02678605081655925,1.0,1.0,,,,,
535,444942,1070,0.016628551762429635,1.0,1.0,,,,,
536,445200,1072,0.027385093907053033,1.0,1.0,,,,,
537,448178,1074,0.02013933457522364,1.0,1.0,0.020988946979839797,0.5,0.75,,
538,448388,1076,0.030805571424417186,1.0,1.0,,,,,
539,448870,1078,0.027598184281528423,0.5,0.75,,,,,
540,450024,1080,0.03067582006282514,0.5,0.75,,,,,
541,450202,1082,0.05639241105353655,0.5,0.75,,,,,
542,450492,1084,0.0294601125014156,1.0,1.0,,,,,
543,451006,1086,0.015679033186769404,1.0,1.0,,,,,
544,451920,1088,0.029048825528577432,0.5,0.75,,,,,
545,452210,1090,0.023412778269165657,1.0,1.0,0.02223066494180178,1.0,1.0,,
546,452468,1092,0.021897150561867418,1.0,1.0,,,,,
547,453270,1094,0.023827404485875742,1.0,1.0,,,,,
548,453640,1096,0.023547071102473872,1.0,1.0,,,,,
549,453962,1098,0.017103337763925083,1.0,1.0,,,,,
550,454492,1100,0.022005696290682754,1.0,1.0,,,,,
551,456366,1102,0.012299699848148302,1.0,1.0,,,,,
552,457344,1104,0.010637731754033637,1.0,1.0,,,,,
553,458226,1106,0.02717373511463401,1.0,1.0,0.02000763189312368,1.0,1.0,,
554,458564,1108,0.021246049857997735,1.0,1.0,,,,,
555,458982,1110,0.017573411243348137,1.0,1.0,,,,,
556,459752,1112,0.027318518742879407,0.5,0.75,,,,,
557,461114,1114,0.01994021147839008,0.5,0.75,,,,,
558,462444,1116,0.018120555408837304,0.5,0.75,,,,,
559,463118,1118,0.023949429945896557,0.5,0.75,,,,,
560,463408,1120,0.029998957608057333,1.0,1.0,,,,,
561,463922,1122,0.015205956608538143,1.0,1.0,0.021634009336662006,1.0,1.0,,
562,464260,1124,0.023369614827561672,1.0,1.0,,,,,
563,464934,1126,0.025610643265921502,1.0,1.0,,,,,
564,465208,1128,0.02027784513530418,1.0,1.0,,,,0.8714285492897034,0.8691321417526887
565,465498,1130,0.024565825772216006,1.0,1.0,,,,,
566,465612,1132,0.030327137126254722,1.0,1.0,,,,,
567,466142,1134,0.018080465616110427,1.0,1.0,,,,,
568,467200,1136,0.025130989252679547,1.0,1.0,,,,,
569,469026,1138,0.01631956154922272,0.5,0.75,0.024356063287003245,1.0,1.0,,
570,469844,1140,0.022621820043401814,1.0,1.0,,,,,
571,471238,1142,0.017004758421476408,1.0,1.0,,,,,
572,472120,1144,0.01871946403788487,1.0,1.0,,,,,
573,472762,1146,0.02245028671044611,1.0,1.0,,,,,
574,473644,1148,0.018577927556739187,1.0,1.0,,,,,
575,474190,1150,0.01753721241748709,1.0,1.0,,,,,
576,474912,1152,0.0270567209293812,1.0,1.0,,,,,
577,477970,1154,0.017868403419255385,1.0,1.0,0.021835825845089297,1.0,1.0,,
578,478548,1156,0.021647528620034488,1.0,1.0,,,,,
579,479014,1158,0.01774256114284197,1.0,1.0,,,,,
580,479304,1160,0.03431275419187563,0.0,0.5,,,,,
581,479898,1162,0.016115746017080834,1.0,1.0,,,,,
582,480492,1164,0.021328353874937544,1.0,1.0,,,,,
583,481358,1166,0.01757308347105411,1.0,1.0,,,,,
584,482064,1168,0.01768712480119247,0.5,0.75,,,,,
585,482738,1170,0.02166652072446203,1.0,1.0,0.024457634176463256,1.0,1.0,,
586,483092,1172,0.020653563553690177,1.0,1.0,,,,,
587,483382,1174,0.027458126415954718,1.0,1.0,,,,,
588,483528,1176,0.0278346287092063,1.0,1.0,,,,,
589,483930,1178,0.029183663257417357,1.0,1.0,,,,,
590,484380,1180,0.02476398815272465,1.0,1.0,,,,,
591,484830,1182,0.0175566539821466,1.0,1.0,,,,,
592,485808,1184,0.017687845976284276,1.0,1.0,,,,,
593,486226,1186,0.023176967483365948,0.5,0.75,0.020554695666642347,0.5,0.75,,
594,487988,1188,0.017024655679921293,0.5,0.75,,,,,
595,488614,1190,0.020723715523638997,1.0,1.0,,,,,
596,489160,1192,0.0187184595082887,1.0,1.0,,,,,
597,489578,1194,0.018623745424827996,1.0,1.0,,,,,
598,490044,1196,0.020174360627968405,1.0,1.0,,,,,
599,490462,1198,0.02380411626598849,0.5,0.75,,,,,
600,490672,1200,0.0242151864895193,1.0,1.0,,,,,
601,491122,1202,0.025326478137369577,0.5,0.75,0.014904899577950012,1.0,1.0,,
602,492580,1204,0.015326957946882972,1.0,1.0,,,,,
603,494662,1206,0.016281953099248035,1.0,1.0,,,,,
604,495336,1208,0.024716422192106104,1.0,1.0,,,,,
605,496346,1210,0.018159994363050207,1.0,1.0,,,,,
606,496940,1212,0.026070396785644212,1.0,1.0,,,,,
607,498990,1214,0.01706371920040331,1.0,1.0,,,,,
608,499232,1216,0.02358609583753302,1.0,1.0,,,,,
609,501234,1218,0.021043648166760832,1.0,1.0,0.013837856580818295,1.0,1.0,,
610,501828,1220,0.022652850134778125,1.0,1.0,,,,,
611,502038,1222,0.030024395279615423,1.0,1.0,,,,,
612,502264,1224,0.026245706324264446,1.0,1.0,,,,,
613,503450,1226,0.01672729410171726,1.0,1.0,,,,,
614,505948,1228,0.0062622620982435775,1.0,1.0,,,,,
615,506910,1230,0.009686167691082725,1.0,1.0,,,,,
616,508016,1232,0.01849614632693585,1.0,1.0,,,,,
617,509394,1234,0.025144758674667755,1.0,1.0,0.01589255939131916,1.0,1.0,,
618,511524,1236,0.023417662434455686,0.5,0.75,,,,,
619,512230,1238,0.02578433703998929,1.0,1.0,,,,,
620,512712,1240,0.025375868930274006,0.5,0.75,,,,,
621,513578,1242,0.013428191915641709,1.0,1.0,,,,,
622,514044,1244,0.019458092018777857,1.0,1.0,,,,,
623,514574,1246,0.019044759797803693,1.0,1.0,,,,,
624,515152,1248,0.017474406690984226,1.0,1.0,,,,,
625,517154,1250,0.01633223735570027,1.0,1.0,0.021730781425100182,1.0,1.0,,
626,519364,1252,0.01688055157857919,1.0,1.0,,,,,
627,521382,1254,0.006779486501464228,1.0,1.0,,,,,
628,522136,1256,0.01953367751041445,1.0,1.0,,,,,
629,523818,1258,0.015751610529813095,1.0,1.0,,,,,
630,524332,1260,0.022553749712207322,1.0,1.0,,,,,
631,525070,1262,0.015442443773727658,1.0,1.0,,,,,
632,525216,1264,0.02771230930714713,1.0,1.0,,,,,
633,525794,1266,0.0233807892621644,0.5,0.75,0.016186602159655703,1.0,1.0,,
634,526564,1268,0.02073180591922399,1.0,1.0,,,,,
635,527558,1270,0.017829604813767674,1.0,1.0,,,,,
636,528712,1272,0.019264317944931313,1.0,1.0,,,,,
637,529114,1274,0.027565353240606053,1.0,1.0,,,,,
638,530092,1276,0.024197604756310415,1.0,1.0,,,,,
639,531918,1278,0.005607707932710045,1.0,1.0,,,,,
640,532624,1280,0.02214971095356392,1.0,1.0,,,,,
641,533218,1282,0.025089743953301914,1.0,1.0,0.01821949924468451,1.0,1.0,,
642,534788,1284,0.017804726876656785,1.0,1.0,,,,,
643,535094,1286,0.025499380743588665,1.0,1.0,,,,,
644,535992,1288,0.019652359272548502,1.0,1.0,,,,,
645,536746,1290,0.02734138491236344,1.0,1.0,,,,,
646,537132,1292,0.019597895143181936,1.0,1.0,,,,,
647,537934,1294,0.019386748452224493,1.0,1.0,,,,,
648,538448,1296,0.022778581138572347,1.0,1.0,,,,,
649,538866,1298,0.021587951124476885,1.0,1.0,0.02440971213792233,1.0,1.0,,
650,539748,1300,0.01883071646154084,1.0,1.0,,,,,
651,540950,1302,0.0200233217985117,1.0,1.0,,,,,
652,541400,1304,0.018906899429506276,1.0,1.0,,,,,
653,542922,1306,0.01984893089264197,1.0,1.0,,,,,
654,543372,1308,0.020475845124165063,1.0,1.0,,,,,
655,543646,1310,0.018150503449619732,1.0,1.0,,,,,
656,544064,1312,0.02810546123838986,1.0,1.0,,,,,
657,545250,1314,0.007024266816651655,1.0,1.0,0.01785937841239964,0.5,0.75,,
658,546228,1316,0.028849141217843814,1.0,1.0,,,,,
659,547254,1318,0.016265560801626503,1.0,1.0,,,,,
660,547864,1320,0.01973648461356836,1.0,1.0,,,,,
661,548778,1322,0.00853174122989801,1.0,1.0,,,,,
662,549708,1324,0.027954148561556987,1.0,1.0,,,,,
663,550366,1326,0.024217922190241246,1.0,1.0,,,,,
664,551424,1328,0.019571613204821557,1.0,1.0,,,,,
665,552050,1330,0.016216364991943965,1.0,1.0,0.017948748520504702,1.0,1.0,,
666,552372,1332,0.02992069649742462,1.0,1.0,,,,,
667,553382,1334,0.012164396720672235,1.0,1.0,,,,,
668,553688,1336,0.02816701197894107,1.0,1.0,,,,,
669,555946,1338,0.012975816877499257,1.0,1.0,,,,,
670,556540,1340,0.017801569585427213,1.0,1.0,,,,,
671,557246,1342,0.015828700812367116,1.0,1.0,,,,,
672,557920,1344,0.025824612412149388,1.0,1.0,,,,,
673,559074,1346,0.020128862659291574,0.5,0.75,0.01625765797445976,1.0,1.0,,
674,559492,1348,0.01805935262692611,1.0,1.0,,,,,
675,560182,1350,0.02082334961749523,1.0,1.0,,,,,
676,560696,1352,0.035104346189305025,0.5,0.75,,,,,
677,560874,1354,0.022525058703137226,1.0,1.0,,,,,
678,561100,1356,0.025341926891043327,1.0,1.0,,,,,
679,561518,1358,0.02186654767295015,1.0,1.0,,,,,
680,562224,1360,0.02092053426999779,1.0,1.0,,,,,
681,562434,1362,0.017661391901829818,1.0,1.0,0.016975872170358695,1.0,1.0,,
682,562820,1364,0.0230411645297329,1.0,1.0,,,,,
683,563830,1366,0.018985079373797484,1.0,1.0,,,,,
684,565048,1368,0.026639956066998084,0.5,0.75,,,,,
685,565818,1370,0.018223940686749342,1.0,1.0,,,,,
686,566348,1372,0.02251472210728521,1.0,1.0,,,,,
687,567342,1374,0.02084092493239657,0.5,0.75,,,,,
688,568048,1376,0.017992348768540195,1.0,1.0,,,,,
689,568690,1378,0.020112534544659187,1.0,1.0,0.018660448768454657,1.0,1.0,,
690,569140,1380,0.022238881804774853,1.0,1.0,,,,,
691,569670,1382,0.03853268924233569,0.5,0.75,,,,,
692,569928,1384,0.02438357456528479,1.0,1.0,,,,,
693,570218,1386,0.028166413533603593,1.0,1.0,,,,,
694,570492,1388,0.020227331796195895,1.0,1.0,,,,,
695,571054,1390,0.021430755646686783,1.0,1.0,,,,,
696,571824,1392,0.022135214167474257,1.0,1.0,,,,,
697,572578,1394,0.027989528583919,1.0,1.0,0.02409049902638117,1.0,1.0,,
698,572916,1396,0.023480342325504656,1.0,1.0,,,,,
699,573334,1398,0.01670804086573788,1.0,1.0,,,,,
700,573704,1400,0.022445925364260367,1.0,1.0,,,,,
701,573866,1402,0.027288036410263207,1.0,1.0,,,,,
702,574572,1404,0.01648583518800499,1.0,1.0,,,,,
703,574686,1406,0.026174599852222726,1.0,1.0,,,,,
704,575008,1408,0.01640751720419894,1.0,1.0,,,,,
705,575714,1410,0.020191051641024225,1.0,1.0,0.022554418962468827,1.0,1.0,,
706,576116,1412,0.02065454822589454,1.0,1.0,,,,,
707,578310,1414,0.007649565742853161,1.0,1.0,,,,,
708,581960,1416,0.005323311815576198,1.0,1.0,,,,,
709,583530,1418,0.01068710169096476,0.5,0.75,,,,,
710,583788,1420,0.024295186878102868,1.0,1.0,,,,,
711,583934,1422,0.0487029202729213,0.5,0.75,,,,,
712,586048,1424,0.017252782668134993,1.0,1.0,,,,,
713,586578,1426,0.024911260644123218,1.0,1.0,0.026603090551080264,1.0,1.0,,
714,586900,1428,0.02490806801543568,1.0,1.0,,,,,
715,587590,1430,0.013992099565005996,1.0,1.0,,,,,
716,588888,1432,0.018034949842775084,0.5,0.75,,,,,
717,590762,1434,0.01647139225238606,1.0,1.0,,,,,
718,590972,1436,0.02360366063912807,1.0,1.0,,,,,
719,592190,1438,0.018523148302092673,1.0,1.0,,,,,
720,593152,1440,0.02251017560172416,1.0,1.0,,,,,
721,593842,1442,0.02136479743778478,1.0,1.0,0.01745304897661897,1.0,1.0,,
722,595428,1444,0.02523019338805519,1.0,1.0,,,,,
723,595670,1446,0.018705481557390158,1.0,1.0,,,,,
724,596632,1448,0.02158466966326091,0.5,0.75,,,,,
725,597226,1450,0.01936094407468244,1.0,1.0,,,,,
726,597596,1452,0.027835381092877275,1.0,1.0,,,,,
727,598798,1454,0.030100925771840654,0.5,0.75,,,,,
728,600736,1456,0.02000542372123164,1.0,1.0,,,,,
729,601298,1458,0.01868168448244147,1.0,1.0,0.025770051511110028,1.0,1.0,,
730,601908,1460,0.01624739125898869,1.0,1.0,,,,,
731,603238,1462,0.016686179736608835,1.0,1.0,,,,,
732,603864,1464,0.027163230469654638,1.0,1.0,,,,,
733,604554,1466,0.02119450603290179,0.0,0.5,,,,,
734,605500,1468,0.014259070997909242,1.0,1.0,,,,,
735,605870,1470,0.027173436576918585,1.0,1.0,,,,,
736,606064,1472,0.02787167026953587,1.0,1.0,,,,,
737,608786,1474,0.01582964925241558,0.5,0.75,0.016599046715155056,1.0,1.0,,
738,611924,1476,0.016132582284738132,1.0,1.0,,,,,
739,612438,1478,0.020684516483622132,1.0,1.0,,,,,
740,612872,1480,0.01524830596399894,1.0,1.0,,,,,
741,613258,1482,0.022817086288688795,1.0,1.0,,,,,
742,613676,1484,0.016358991058989955,1.0,1.0,,,,,
743,616238,1486,0.01708918173393369,1.0,1.0,,,,,
744,616704,1488,0.030267038979766545,1.0,1.0,,,,,
745,617506,1490,0.017350431944598673,1.0,1.0,0.009825328037845407,1.0,1.0,,
746,618292,1492,0.014562900989129868,1.0,1.0,,,,,
747,620870,1494,0.019779321409665745,1.0,1.0,,,,,
748,621192,1496,0.02285178077183446,1.0,1.0,,,,,
749,623018,1498,0.011378721585542678,0.5,0.75,,,,,
750,623228,1500,0.025767130991041016,1.0,1.0,,,,,
751,625854,1502,0.018324204127976793,1.0,1.0,,,,,
752,626848,1504,0.016246980597375848,1.0,1.0,,,,,
753,627170,1506,0.020366822646441508,1.0,1.0,0.0210735066537686,1.0,1.0,,
754,627892,1508,0.021511868313336485,1.0,1.0,,,,,
755,628870,1510,0.015351903995017104,1.0,1.0,,,,,
756,629160,1512,0.020503924633699672,1.0,1.0,,,,,
757,629578,1514,0.021780662472087195,1.0,1.0,,,,,
758,630124,1516,0.021264646553530945,1.0,1.0,,,,,
759,630638,1518,0.019137285844199138,0.5,0.75,,,,,
760,631040,1520,0.022914535206576693,1.0,1.0,,,,,
761,631762,1522,0.019387494951073475,1.0,1.0,0.01766155189099276,1.0,1.0,,
762,632948,1524,0.017070253709681935,1.0,1.0,,,,,
763,633766,1526,0.018580554785137652,1.0,1.0,,,,,
764,634520,1528,0.020919757200347878,0.5,0.75,,,,,
765,635498,1530,0.027465217321822836,1.0,1.0,,,,,
766,636588,1532,0.01859769235396818,1.0,1.0,,,,,
767,636958,1534,0.01882553088667919,1.0,1.0,,,,,
768,638272,1536,0.018674847466781625,1.0,1.0,,,,,
769,638626,1538,0.018134402489181824,1.0,1.0,0.01972906281005698,1.0,1.0,,
770,639364,1540,0.02528730548681848,1.0,1.0,,,,,
771,640726,1542,0.019442906401754632,0.5,0.75,,,,,
772,641432,1544,0.017601828170345887,1.0,1.0,,,,,
773,642762,1546,0.018550254228331436,1.0,1.0,,,,,
774,643084,1548,0.028713906253244204,1.0,1.0,,,,,
775,643438,1550,0.028979264821865726,1.0,1.0,,,,,
776,644576,1552,0.008866800613167034,1.0,1.0,,,,,
777,646034,1554,0.015146140199716543,1.0,1.0,0.026597719917403412,0.5,0.75,,
778,646756,1556,0.015704907000164997,1.0,1.0,,,,,
779,647926,1558,0.021361599969223377,1.0,1.0,,,,,
780,650696,1560,0.012838817011483155,0.5,0.5,,,,,
781,651818,1562,0.015523446446014402,1.0,1.0,,,,,
782,654092,1564,0.02008342805888352,1.0,1.0,,,,,
783,655934,1566,0.014657796262406288,1.0,1.0,,,,,
784,656240,1568,0.024511413817866635,0.5,0.75,,,,,
785,657314,1570,0.016965418328506544,1.0,1.0,0.01885106418943388,1.0,1.0,,
786,657652,1572,0.021630148135113166,1.0,1.0,,,,,
787,657894,1574,0.02092584312264929,1.0,1.0,,,,,
788,658056,1576,0.028898084702337658,1.0,1.0,,,,,
789,659514,1578,0.00690723655571137,1.0,1.0,,,,,
790,659756,1580,0.02477023697123514,1.0,1.0,,,,,
791,660638,1582,0.016883158973708224,0.5,0.75,,,,,
792,661232,1584,0.020744275212395767,1.0,1.0,,,,,
793,662258,1586,0.025003703568007442,1.0,1.0,0.029237107233461755,1.0,1.0,,
794,662820,1588,0.014863340088336242,1.0,1.0,,,,,
795,662966,1590,0.03632590738761792,0.5,0.75,,,,,
796,663592,1592,0.01722762765675795,1.0,1.0,,,,,
797,663850,1594,0.03972142446218868,0.5,0.75,,,,,
798,664620,1596,0.026675703884749286,1.0,1.0,,,,,
799,666014,1598,0.023851567222211146,1.0,1.0,,,,,
800,667104,1600,0.019143563809776314,1.0,1.0,,,,,
801,667266,1602,0.021015798048472787,1.0,1.0,0.0120234263493324,1.0,1.0,,
802,668500,1604,0.016165409523790614,1.0,1.0,,,,,
803,669478,1606,0.014270934048624187,1.0,1.0,,,,,
804,670664,1608,0.022424909363180878,1.0,1.0,,,,,
805,671258,1610,0.017646158359469255,1.0,1.0,,,,,
806,672108,1612,0.016195142441502303,1.0,1.0,,,,,
807,673470,1614,0.017275043569734194,1.0,1.0,,,,,
808,674016,1616,0.03193140886519947,0.5,0.75,,,,,
809,676178,1618,0.01945421513217001,1.0,1.0,0.024156718928500437,1.0,1.0,,
810,676932,1620,0.016263986209091953,1.0,1.0,,,,,
811,677590,1622,0.015811680457209813,1.0,1.0,,,,,
812,678600,1624,0.018863713345053115,1.0,1.0,,,,,
813,679402,1626,0.01728224586044671,1.0,1.0,,,,,
814,679788,1628,0.023456034304180473,1.0,1.0,,,,,
815,680158,1630,0.022187126549646486,1.0,1.0,,,,,
816,680624,1632,0.020047091770237755,1.0,1.0,,,,,
817,681394,1634,0.019101946258859547,0.5,0.75,0.013055706784701929,1.0,1.0,,
818,681780,1636,0.024807056800968896,1.0,1.0,,,,,
819,684998,1638,0.02000520275361733,1.0,1.0,,,,,
820,685448,1640,0.02508647541255188,1.0,1.0,,,,,
821,685850,1642,0.016467060433198275,1.0,1.0,,,,,
822,686108,1644,0.02123952903609961,1.0,1.0,,,,,
823,686302,1646,0.024615368758771485,1.0,1.0,,,,,
824,687008,1648,0.022488404136123977,1.0,1.0,,,,,
825,687442,1650,0.02356068637699452,1.0,1.0,0.018171713595832313,1.0,1.0,,
826,688004,1652,0.019445953921342154,1.0,1.0,,,,,
827,688630,1654,0.02106421041935251,1.0,1.0,,,,,
828,689288,1656,0.028942742889625724,1.0,1.0,,,,,
829,691306,1658,0.014500930704355104,1.0,1.0,,,,,
830,692764,1660,0.016312217976353346,1.0,1.0,,,,,
831,693502,1662,0.022481048085687492,1.0,1.0,,,,,
832,695872,1664,0.007533928573958305,1.0,1.0,,,,,
833,697938,1666,0.017472254361292374,1.0,1.0,0.016752451791790888,1.0,1.0,,
834,698452,1668,0.01992074541396221,1.0,1.0,,,,,
835,699446,1670,0.005249356444369809,1.0,1.0,,,,,
836,699736,1672,0.020966850754861703,1.0,1.0,,,,,
837,700090,1674,0.018406002752288427,1.0,1.0,,,,,
838,700796,1676,0.018893417077386152,1.0,1.0,,,,,
839,701070,1678,0.020410657634237238,1.0,1.0,,,,,
840,701312,1680,0.023738578093150258,1.0,1.0,,,,,
841,701682,1682,0.026327283382821885,0.5,0.75,0.020988936327815247,1.0,1.0,,
842,702900,1684,0.006890001090110721,1.0,1.0,,,,,
843,704806,1686,0.007707591839966327,1.0,1.0,,,,,
844,705464,1688,0.0197979476413073,1.0,1.0,,,,,
845,705770,1690,0.04223405305463721,0.5,0.75,,,,,
846,706316,1692,0.01845206628171608,1.0,1.0,,,,,
847,706638,1694,0.022994562828426525,1.0,1.0,,,,,
848,707344,1696,0.02168506879252866,0.5,0.75,,,,,
849,710018,1698,0.013922399468949256,1.0,1.0,0.025937293215314152,1.0,1.0,,
850,710340,1700,0.023300915941538276,1.0,1.0,,,,,
851,710822,1702,0.019037916014062836,1.0,1.0,,,,,
852,711672,1704,0.022819303167905952,0.5,0.75,,,,,
853,712090,1706,0.02446647250818614,1.0,1.0,,,,,
854,712828,1708,0.023646568956638254,0.5,0.75,,,,,
855,713198,1710,0.04127993097249758,0.5,0.75,,,,,
856,713488,1712,0.028749428097477603,1.0,1.0,,,,,
857,714210,1714,0.01728212474573795,1.0,1.0,0.006091965574726518,1.0,1.0,,
858,714740,1716,0.02958468704921071,1.0,1.0,,,,,
859,715638,1718,0.019945410906062114,0.5,0.75,,,,,
860,716488,1720,0.009378710155328145,1.0,1.0,,,,,
861,716938,1722,0.02482430632461079,1.0,1.0,,,,,
862,717404,1724,0.019995426582385775,1.0,1.0,,,,,
863,717774,1726,0.024680964376880384,1.0,1.0,,,,,
864,717936,1728,0.023912236767396282,1.0,1.0,,,,,
865,718914,1730,0.019225578988810964,1.0,1.0,0.03296392776471771,0.5,0.75,,
866,719044,1732,0.03005924751253815,1.0,1.0,,,,,
867,722198,1734,0.009635081310911656,1.0,1.0,,,,,
868,722616,1736,0.02875491522472308,1.0,1.0,,,,,
869,723482,1738,0.027253950862143907,1.0,1.0,,,,,
870,723996,1740,0.021392718555080986,1.0,1.0,,,,,
871,724814,1742,0.03028063232824399,0.5,0.75,,,,,
872,725360,1744,0.019474959759433717,1.0,1.0,,,,,
873,726034,1746,0.024032330968593453,1.0,1.0,0.021618235225635656,1.0,1.0,,
